station,amp,phi,date,timestamp
DHO,20.112045,-106.63431549072266,06 03 2011 11:27:51.000,12470000
ICV,9.670704,-85.74055480957031,06 03 2011 11:27:51.000,12470000
DHO,19.970654,-107.57292175292969,06 03 2011 11:27:52.000,12471000
ICV,9.905904,-84.93348693847656,06 03 2011 11:27:52.000,12471000
DHO,20.032402,-106.60392761230469,06 03 2011 11:27:53.000,12472000
ICV,9.944308,-84.0790023803711,06 03 2011 11:27:53.000,12472000
DHO,19.965029,-108.38274383544922,06 03 2011 11:27:54.000,12473000
ICV,9.791367,-84.16505432128906,06 03 2011 11:27:54.000,12473000
DHO,20.122236,-107.11998748779297,06 03 2011 11:27:55.000,12474000
ICV,9.8964405,-85.14134216308594,06 03 2011 11:27:55.000,12474000
DHO,19.990902,-107.38087463378906,06 03 2011 11:27:56.000,12475000
ICV,9.615438,-83.57113647460938,06 03 2011 11:27:56.000,12475000
DHO,19.983652,-106.71227264404297,06 03 2011 11:27:57.000,12476000
ICV,9.729203,-86.91209411621094,06 03 2011 11:27:57.000,12476000
DHO,19.86284,-106.51044464111328,06 03 2011 11:27:58.000,12477000
ICV,9.706408,-83.26578521728516,06 03 2011 11:27:58.000,12477000
DHO,19.956427,-107.31226348876953,06 03 2011 11:27:59.000,12478000
ICV,9.757754,-85.4476089477539,06 03 2011 11:27:59.000,12478000
DHO,20.090729,-106.27967071533203,06 03 2011 11:28:00.000,12479000
ICV,9.593286,-84.85661315917969,06 03 2011 11:28:00.000,12479000
DHO,19.96879,-107.22796630859375,06 03 2011 11:28:01.000,12480000
ICV,9.7790575,-87.42877960205078,06 03 2011 11:28:01.000,12480000
DHO,19.896963,-106.18636322021484,06 03 2011 11:28:02.000,12481000
ICV,9.895067,-87.49872589111328,06 03 2011 11:28:02.000,12481000
DHO,19.828394,-106.83747100830078,06 03 2011 11:28:03.000,12482000
ICV,9.631084,-83.67423248291016,06 03 2011 11:28:03.000,12482000
DHO,19.899744,-105.97254943847656,06 03 2011 11:28:04.000,12483000
ICV,9.748404,-84.19430541992188,06 03 2011 11:28:04.000,12483000
DHO,19.857029,-107.65709686279297,06 03 2011 11:28:05.000,12484000
ICV,9.956755,-85.12149047851562,06 03 2011 11:28:05.000,12484000
DHO,19.925955,-106.56165313720703,06 03 2011 11:28:06.000,12485000
ICV,9.759553,-86.24323272705078,06 03 2011 11:28:06.000,12485000
DHO,20.00493,-107.09732818603516,06 03 2011 11:28:07.000,12486000
ICV,9.946304,-84.89842224121094,06 03 2011 11:28:07.000,12486000
DHO,19.728916,-106.47869110107422,06 03 2011 11:28:08.000,12487000
ICV,9.928101,-85.96953582763672,06 03 2011 11:28:08.000,12487000
DHO,19.854158,-107.81221008300781,06 03 2011 11:28:09.000,12488000
ICV,9.815086,-85.0563735961914,06 03 2011 11:28:09.000,12488000
DHO,19.968367,-106.54763793945312,06 03 2011 11:28:10.000,12489000
ICV,9.855636,-86.23686218261719,06 03 2011 11:28:10.000,12489000
DHO,19.912914,-108.00582885742188,06 03 2011 11:28:11.000,12490000
ICV,9.718195,-84.5634994506836,06 03 2011 11:28:11.000,12490000
DHO,19.897253,-106.70479583740234,06 03 2011 11:28:12.000,12491000
ICV,9.708941,-85.98589324951172,06 03 2011 11:28:12.000,12491000
DHO,19.897837,-107.46516418457031,06 03 2011 11:28:13.000,12492000
ICV,9.919694,-83.49884796142578,06 03 2011 11:28:13.000,12492000
DHO,19.901968,-106.7200927734375,06 03 2011 11:28:14.000,12493000
ICV,9.874351,-85.58573150634766,06 03 2011 11:28:14.000,12493000
DHO,19.870796,-105.85464477539062,06 03 2011 11:28:15.000,12494000
ICV,9.727485,-87.60346221923828,06 03 2011 11:28:15.000,12494000
DHO,19.874273,-107.09794616699219,06 03 2011 11:28:16.000,12495000
ICV,9.811646,-85.28778839111328,06 03 2011 11:28:16.000,12495000
DHO,19.867714,-106.29011535644531,06 03 2011 11:28:17.000,12496000
ICV,9.851535,-85.15436553955078,06 03 2011 11:28:17.000,12496000
DHO,19.91459,-107.0372314453125,06 03 2011 11:28:18.000,12497000
ICV,9.879969,-85.93866729736328,06 03 2011 11:28:18.000,12497000
DHO,19.990776,-106.01226806640625,06 03 2011 11:28:19.000,12498000
ICV,9.885117,-87.68114471435547,06 03 2011 11:28:19.000,12498000
DHO,19.940142,-107.13678741455078,06 03 2011 11:28:20.000,12499000
ICV,9.836611,-86.00765991210938,06 03 2011 11:28:20.000,12499000
DHO,19.885143,-105.95491790771484,06 03 2011 11:28:21.000,12500000
ICV,10.144911,-87.48982238769531,06 03 2011 11:28:21.000,12500000
DHO,19.984015,-107.29813385009766,06 03 2011 11:28:22.000,12501000
ICV,9.477323,-87.00310516357422,06 03 2011 11:28:22.000,12501000
DHO,20.047663,-106.23309326171875,06 03 2011 11:28:23.000,12502000
ICV,9.833881,-86.33098602294922,06 03 2011 11:28:23.000,12502000
DHO,19.908264,-107.16230010986328,06 03 2011 11:28:24.000,12503000
ICV,9.733611,-84.05850219726562,06 03 2011 11:28:24.000,12503000
DHO,20.050224,-106.02027893066406,06 03 2011 11:28:25.000,12504000
ICV,9.556038,-87.23088836669922,06 03 2011 11:28:25.000,12504000
DHO,20.036295,-107.1957778930664,06 03 2011 11:28:26.000,12505000
ICV,9.872171,-88.44674682617188,06 03 2011 11:28:26.000,12505000
DHO,19.970585,-105.70750427246094,06 03 2011 11:28:27.000,12506000
ICV,9.97421,-87.8652114868164,06 03 2011 11:28:27.000,12506000
DHO,19.924269,-106.78729248046875,06 03 2011 11:28:28.000,12507000
ICV,9.818176,-86.51473999023438,06 03 2011 11:28:28.000,12507000
DHO,19.926867,-106.44019317626953,06 03 2011 11:28:29.000,12508000
ICV,9.996643,-88.21189880371094,06 03 2011 11:28:29.000,12508000
DHO,20.052038,-107.26467895507812,06 03 2011 11:28:30.000,12509000
ICV,9.832719,-85.94429779052734,06 03 2011 11:28:30.000,12509000
DHO,19.751465,-106.02396392822266,06 03 2011 11:28:31.000,12510000
ICV,9.98638,-87.68497467041016,06 03 2011 11:28:31.000,12510000
DHO,19.917679,-105.3946533203125,06 03 2011 11:28:32.000,12511000
ICV,9.65183,-84.80945587158203,06 03 2011 11:28:32.000,12511000
DHO,19.91931,-106.22193908691406,06 03 2011 11:28:33.000,12512000
ICV,9.777842,-86.53377532958984,06 03 2011 11:28:33.000,12512000
DHO,19.82906,-105.6222152709961,06 03 2011 11:28:34.000,12513000
ICV,9.880893,-86.89007568359375,06 03 2011 11:28:34.000,12513000
DHO,19.92684,-105.84490203857422,06 03 2011 11:28:35.000,12514000
ICV,9.877793,-84.9210205078125,06 03 2011 11:28:35.000,12514000
DHO,19.898832,-105.14217376708984,06 03 2011 11:28:36.000,12515000
ICV,9.851478,-89.91300201416016,06 03 2011 11:28:36.000,12515000
DHO,19.825796,-105.87487030029297,06 03 2011 11:28:37.000,12516000
ICV,9.878725,-87.04332733154297,06 03 2011 11:28:37.000,12516000
DHO,19.808893,-105.9620361328125,06 03 2011 11:28:38.000,12517000
ICV,9.663763,-89.12306213378906,06 03 2011 11:28:38.000,12517000
DHO,19.915476,-106.40135955810547,06 03 2011 11:28:39.000,12518000
ICV,9.807629,-87.0982437133789,06 03 2011 11:28:39.000,12518000
DHO,19.862463,-105.8249282836914,06 03 2011 11:28:40.000,12519000
ICV,9.703676,-87.61083221435547,06 03 2011 11:28:40.000,12519000
DHO,19.829071,-106.58888244628906,06 03 2011 11:28:41.000,12520000
ICV,9.877032,-85.279541015625,06 03 2011 11:28:41.000,12520000
DHO,19.882868,-105.9872817993164,06 03 2011 11:28:42.000,12521000
ICV,9.841805,-88.71458435058594,06 03 2011 11:28:42.000,12521000
DHO,19.860582,-107.03861999511719,06 03 2011 11:28:43.000,12522000
ICV,9.748825,-87.3499984741211,06 03 2011 11:28:43.000,12522000
DHO,19.906847,-106.11625671386719,06 03 2011 11:28:44.000,12523000
ICV,9.73397,-86.177001953125,06 03 2011 11:28:44.000,12523000
DHO,19.876276,-107.02993774414062,06 03 2011 11:28:45.000,12524000
ICV,9.833393,-89.9305648803711,06 03 2011 11:28:45.000,12524000
DHO,19.87819,-106.73690795898438,06 03 2011 11:28:46.000,12525000
ICV,9.687115,-90.06998443603516,06 03 2011 11:28:46.000,12525000
DHO,19.844439,-106.99530029296875,06 03 2011 11:28:47.000,12526000
ICV,9.721138,-88.45506286621094,06 03 2011 11:28:47.000,12526000
DHO,19.84911,-106.28890991210938,06 03 2011 11:28:48.000,12527000
ICV,9.91336,-90.7756576538086,06 03 2011 11:28:48.000,12527000
DHO,19.949194,-106.99983978271484,06 03 2011 11:28:49.000,12528000
ICV,9.901867,-87.16998291015625,06 03 2011 11:28:49.000,12528000
DHO,19.94239,-106.88337707519531,06 03 2011 11:28:50.000,12529000
ICV,9.545125,-87.38632202148438,06 03 2011 11:28:50.000,12529000
DHO,19.98973,-107.18757629394531,06 03 2011 11:28:51.000,12530000
ICV,9.80395,-86.36335754394531,06 03 2011 11:28:51.000,12530000
DHO,19.75894,-106.47583770751953,06 03 2011 11:28:52.000,12531000
ICV,9.849423,-86.29829406738281,06 03 2011 11:28:52.000,12531000
DHO,19.92266,-107.66831970214844,06 03 2011 11:28:53.000,12532000
ICV,9.599072,-86.67597961425781,06 03 2011 11:28:53.000,12532000
DHO,19.884563,-106.55099487304688,06 03 2011 11:28:54.000,12533000
ICV,9.659027,-89.08025360107422,06 03 2011 11:28:54.000,12533000
DHO,19.950808,-107.92346954345703,06 03 2011 11:28:55.000,12534000
ICV,9.408245,-84.74922180175781,06 03 2011 11:28:55.000,12534000
DHO,19.940828,-106.73912811279297,06 03 2011 11:28:56.000,12535000
ICV,9.62902,-89.07209777832031,06 03 2011 11:28:56.000,12535000
DHO,19.80773,-106.111328125,06 03 2011 11:28:57.000,12536000
ICV,9.701896,-90.1097183227539,06 03 2011 11:28:57.000,12536000
DHO,19.891546,-106.42610931396484,06 03 2011 11:28:58.000,12537000
ICV,9.507622,-90.73593139648438,06 03 2011 11:28:58.000,12537000
DHO,19.84663,-105.76568603515625,06 03 2011 11:28:59.000,12538000
ICV,9.733582,-89.4555435180664,06 03 2011 11:28:59.000,12538000
DHO,19.819435,-106.7743911743164,06 03 2011 11:29:00.000,12539000
ICV,9.780569,-90.52668762207031,06 03 2011 11:29:00.000,12539000
DHO,19.949005,-106.11034393310547,06 03 2011 11:29:01.000,12540000
ICV,9.649606,-88.22566223144531,06 03 2011 11:29:01.000,12540000
DHO,19.836927,-106.86884307861328,06 03 2011 11:29:02.000,12541000
ICV,9.879791,-89.35057830810547,06 03 2011 11:29:02.000,12541000
DHO,19.913687,-105.88948059082031,06 03 2011 11:29:03.000,12542000
ICV,9.894299,-91.1192626953125,06 03 2011 11:29:03.000,12542000
DHO,19.859098,-106.48538208007812,06 03 2011 11:29:04.000,12543000
ICV,9.6514225,-88.26123046875,06 03 2011 11:29:04.000,12543000
DHO,20.071352,-105.82647705078125,06 03 2011 11:29:05.000,12544000
ICV,9.742064,-90.7131118774414,06 03 2011 11:29:05.000,12544000
DHO,19.898796,-106.96146392822266,06 03 2011 11:29:06.000,12545000
ICV,9.884578,-90.14287567138672,06 03 2011 11:29:06.000,12545000
DHO,19.818861,-106.01898956298828,06 03 2011 11:29:07.000,12546000
ICV,9.626356,-91.2946548461914,06 03 2011 11:29:07.000,12546000
DHO,19.8945,-107.16548919677734,06 03 2011 11:29:08.000,12547000
ICV,9.700439,-87.62174987792969,06 03 2011 11:29:08.000,12547000
DHO,19.820307,-106.2924575805664,06 03 2011 11:29:09.000,12548000
ICV,9.838952,-91.47525024414062,06 03 2011 11:29:09.000,12548000
DHO,19.87046,-105.3354263305664,06 03 2011 11:29:10.000,12549000
ICV,9.537596,-90.54133605957031,06 03 2011 11:29:10.000,12549000
DHO,19.890324,-106.38249969482422,06 03 2011 11:29:11.000,12550000
ICV,9.727947,-88.45272827148438,06 03 2011 11:29:11.000,12550000
DHO,19.817495,-105.62004852294922,06 03 2011 11:29:12.000,12551000
ICV,9.497687,-89.7953872680664,06 03 2011 11:29:12.000,12551000
DHO,19.898129,-106.15483093261719,06 03 2011 11:29:13.000,12552000
ICV,9.530776,-87.31615447998047,06 03 2011 11:29:13.000,12552000
DHO,19.766348,-105.82228088378906,06 03 2011 11:29:14.000,12553000
ICV,9.624979,-90.98723602294922,06 03 2011 11:29:14.000,12553000
DHO,19.925312,-106.68512725830078,06 03 2011 11:29:15.000,12554000
ICV,9.473737,-90.06780242919922,06 03 2011 11:29:15.000,12554000
DHO,19.685574,-105.10051727294922,06 03 2011 11:29:16.000,12555000
ICV,9.708592,-91.40299224853516,06 03 2011 11:29:16.000,12555000
DHO,19.914455,-106.21227264404297,06 03 2011 11:29:17.000,12556000
ICV,9.934825,-90.86880493164062,06 03 2011 11:29:17.000,12556000
DHO,19.89876,-105.58981323242188,06 03 2011 11:29:18.000,12557000
ICV,9.472512,-91.0632095336914,06 03 2011 11:29:18.000,12557000
DHO,19.739027,-105.98497772216797,06 03 2011 11:29:19.000,12558000
ICV,9.760163,-89.74229431152344,06 03 2011 11:29:19.000,12558000
DHO,19.95148,-105.85602569580078,06 03 2011 11:29:20.000,12559000
ICV,9.546536,-94.09632110595703,06 03 2011 11:29:20.000,12559000
DHO,19.845793,-106.85257720947266,06 03 2011 11:29:21.000,12560000
ICV,9.751663,-95.10523223876953,06 03 2011 11:29:21.000,12560000
DHO,19.913317,-105.88351440429688,06 03 2011 11:29:22.000,12561000
ICV,9.526736,-90.6787109375,06 03 2011 11:29:22.000,12561000
DHO,19.964043,-106.47649383544922,06 03 2011 11:29:23.000,12562000
ICV,9.556933,-90.38385772705078,06 03 2011 11:29:23.000,12562000
DHO,19.852488,-105.67560577392578,06 03 2011 11:29:24.000,12563000
ICV,9.7216,-92.2441635131836,06 03 2011 11:29:24.000,12563000
DHO,19.855223,-106.74483489990234,06 03 2011 11:29:25.000,12564000
ICV,9.852456,-90.7553482055664,06 03 2011 11:29:25.000,12564000
DHO,19.910036,-105.62059020996094,06 03 2011 11:29:26.000,12565000
ICV,9.636485,-89.9889144897461,06 03 2011 11:29:26.000,12565000
DHO,19.750862,-106.69022369384766,06 03 2011 11:29:27.000,12566000
ICV,9.795132,-90.33580017089844,06 03 2011 11:29:27.000,12566000
DHO,19.716534,-105.9395523071289,06 03 2011 11:29:28.000,12567000
ICV,9.792598,-90.73526000976562,06 03 2011 11:29:28.000,12567000
DHO,19.805332,-106.78270721435547,06 03 2011 11:29:29.000,12568000
ICV,9.6137705,-92.83712768554688,06 03 2011 11:29:29.000,12568000
DHO,19.793856,-105.65886688232422,06 03 2011 11:29:30.000,12569000
ICV,9.692672,-92.38398742675781,06 03 2011 11:29:30.000,12569000
DHO,19.923063,-106.83185577392578,06 03 2011 11:29:31.000,12570000
ICV,9.521444,-90.35784149169922,06 03 2011 11:29:31.000,12570000
DHO,19.843643,-105.4327621459961,06 03 2011 11:29:32.000,12571000
ICV,9.714034,-89.02429962158203,06 03 2011 11:29:32.000,12571000
DHO,19.845963,-106.57958984375,06 03 2011 11:29:33.000,12572000
ICV,9.812968,-92.62586975097656,06 03 2011 11:29:33.000,12572000
DHO,19.80305,-105.52890014648438,06 03 2011 11:29:34.000,12573000
ICV,9.795634,-92.59126281738281,06 03 2011 11:29:34.000,12573000
DHO,19.84614,-105.73065948486328,06 03 2011 11:29:35.000,12574000
ICV,10.008068,-92.91641235351562,06 03 2011 11:29:35.000,12574000
DHO,19.909664,-105.94058227539062,06 03 2011 11:29:36.000,12575000
ICV,9.750723,-93.54024505615234,06 03 2011 11:29:36.000,12575000
DHO,19.836037,-104.5687255859375,06 03 2011 11:29:37.000,12576000
ICV,9.690352,-92.89044189453125,06 03 2011 11:29:37.000,12576000
DHO,19.898602,-105.38130950927734,06 03 2011 11:29:38.000,12577000
ICV,9.599786,-93.18663787841797,06 03 2011 11:29:38.000,12577000
DHO,19.724363,-104.98392486572266,06 03 2011 11:29:39.000,12578000
ICV,9.581233,-93.44574737548828,06 03 2011 11:29:39.000,12578000
DHO,19.835463,-105.27803039550781,06 03 2011 11:29:40.000,12579000
ICV,9.873593,-91.23571014404297,06 03 2011 11:29:40.000,12579000
DHO,19.891083,-104.79551696777344,06 03 2011 11:29:41.000,12580000
ICV,9.707006,-93.98168182373047,06 03 2011 11:29:41.000,12580000
DHO,19.848808,-105.63584899902344,06 03 2011 11:29:42.000,12581000
ICV,9.922182,-92.29057312011719,06 03 2011 11:29:42.000,12581000
DHO,19.794014,-105.48394775390625,06 03 2011 11:29:43.000,12582000
ICV,9.83881,-94.20280456542969,06 03 2011 11:29:43.000,12582000
DHO,19.787115,-105.79911804199219,06 03 2011 11:29:44.000,12583000
ICV,9.867428,-92.53729248046875,06 03 2011 11:29:44.000,12583000
DHO,19.910557,-105.22371673583984,06 03 2011 11:29:45.000,12584000
ICV,9.483657,-91.26042938232422,06 03 2011 11:29:45.000,12584000
DHO,19.862726,-106.00536346435547,06 03 2011 11:29:46.000,12585000
ICV,9.868859,-90.23123168945312,06 03 2011 11:29:46.000,12585000
DHO,19.750334,-105.00732421875,06 03 2011 11:29:47.000,12586000
ICV,9.77378,-93.74144744873047,06 03 2011 11:29:47.000,12586000
DHO,19.857397,-105.91290283203125,06 03 2011 11:29:48.000,12587000
ICV,9.820565,-92.60038757324219,06 03 2011 11:29:48.000,12587000
DHO,19.856133,-105.02096557617188,06 03 2011 11:29:49.000,12588000
ICV,9.666918,-90.82013702392578,06 03 2011 11:29:49.000,12588000
DHO,19.734077,-106.40228271484375,06 03 2011 11:29:50.000,12589000
ICV,9.642299,-95.02481842041016,06 03 2011 11:29:50.000,12589000
DHO,19.8033,-105.02019500732422,06 03 2011 11:29:51.000,12590000
ICV,9.658971,-92.35113525390625,06 03 2011 11:29:51.000,12590000
DHO,19.772217,-106.0099868774414,06 03 2011 11:29:52.000,12591000
ICV,9.723799,-91.83714294433594,06 03 2011 11:29:52.000,12591000
DHO,19.82393,-105.10906982421875,06 03 2011 11:29:53.000,12592000
ICV,9.6651535,-92.158935546875,06 03 2011 11:29:53.000,12592000
DHO,19.781527,-106.19591522216797,06 03 2011 11:29:54.000,12593000
ICV,9.832909,-92.51741027832031,06 03 2011 11:29:54.000,12593000
DHO,19.769506,-105.05583190917969,06 03 2011 11:29:55.000,12594000
ICV,9.823073,-93.88666534423828,06 03 2011 11:29:55.000,12594000
DHO,19.949137,-105.99020385742188,06 03 2011 11:29:56.000,12595000
ICV,9.772191,-92.27239227294922,06 03 2011 11:29:56.000,12595000
DHO,19.815132,-105.28608703613281,06 03 2011 11:29:57.000,12596000
ICV,10.139347,-93.58646392822266,06 03 2011 11:29:57.000,12596000
DHO,19.770477,-106.34952545166016,06 03 2011 11:29:58.000,12597000
ICV,9.722102,-90.23721313476562,06 03 2011 11:29:58.000,12597000
DHO,19.891329,-105.35511016845703,06 03 2011 11:29:59.000,12598000
ICV,9.796909,-94.6598892211914,06 03 2011 11:29:59.000,12598000
DHO,19.780867,-104.50273132324219,06 03 2011 11:30:00.000,12599000
ICV,9.863104,-93.19561004638672,06 03 2011 11:30:00.000,12599000
DHO,19.913992,-105.2826156616211,06 03 2011 11:30:01.000,12600000
ICV,9.795627,-91.89408111572266,06 03 2011 11:30:01.000,12600000
DHO,19.824926,-104.79340362548828,06 03 2011 11:30:02.000,12601000
ICV,9.808582,-96.16659545898438,06 03 2011 11:30:02.000,12601000
DHO,19.81316,-105.5271987915039,06 03 2011 11:30:03.000,12602000
ICV,9.861681,-89.0048599243164,06 03 2011 11:30:03.000,12602000
DHO,19.765066,-104.77864837646484,06 03 2011 11:30:04.000,12603000
ICV,9.8526325,-92.47289276123047,06 03 2011 11:30:04.000,12603000
DHO,19.720491,-105.34912872314453,06 03 2011 11:30:05.000,12604000
ICV,9.828199,-94.97905731201172,06 03 2011 11:30:05.000,12604000
DHO,19.88898,-104.59681701660156,06 03 2011 11:30:06.000,12605000
ICV,9.827319,-96.45917510986328,06 03 2011 11:30:06.000,12605000
DHO,19.771711,-105.46896362304688,06 03 2011 11:30:07.000,12606000
ICV,9.761732,-95.61188507080078,06 03 2011 11:30:07.000,12606000
DHO,19.844467,-105.02838134765625,06 03 2011 11:30:08.000,12607000
ICV,9.767072,-95.4350814819336,06 03 2011 11:30:08.000,12607000
DHO,19.751549,-105.95394897460938,06 03 2011 11:30:09.000,12608000
ICV,9.69991,-96.4588851928711,06 03 2011 11:30:09.000,12608000
DHO,19.939102,-104.78060150146484,06 03 2011 11:30:10.000,12609000
ICV,9.519234,-96.8622817993164,06 03 2011 11:30:10.000,12609000
DHO,19.788576,-106.0125961303711,06 03 2011 11:30:11.000,12610000
ICV,9.575434,-95.39250183105469,06 03 2011 11:30:11.000,12610000
DHO,19.752184,-104.87480163574219,06 03 2011 11:30:12.000,12611000
ICV,9.43448,-96.92780303955078,06 03 2011 11:30:12.000,12611000
DHO,19.770334,-105.98078918457031,06 03 2011 11:30:13.000,12612000
ICV,9.438619,-95.53760528564453,06 03 2011 11:30:13.000,12612000
DHO,19.774916,-105.37606048583984,06 03 2011 11:30:14.000,12613000
ICV,9.82721,-96.41741180419922,06 03 2011 11:30:14.000,12613000
DHO,19.8335,-106.06190490722656,06 03 2011 11:30:15.000,12614000
ICV,9.613366,-94.82775115966797,06 03 2011 11:30:15.000,12614000
DHO,19.857643,-105.28777313232422,06 03 2011 11:30:16.000,12615000
ICV,9.828968,-97.31304168701172,06 03 2011 11:30:16.000,12615000
DHO,19.779306,-105.6565933227539,06 03 2011 11:30:17.000,12616000
ICV,9.436893,-96.10704803466797,06 03 2011 11:30:17.000,12616000
DHO,19.806181,-105.14263153076172,06 03 2011 11:30:18.000,12617000
ICV,9.552357,-97.86693572998047,06 03 2011 11:30:18.000,12617000
DHO,19.857775,-106.07234954833984,06 03 2011 11:30:19.000,12618000
ICV,9.681027,-93.32183074951172,06 03 2011 11:30:19.000,12618000
DHO,19.869095,-104.85508728027344,06 03 2011 11:30:20.000,12619000
ICV,9.7474375,-97.4625244140625,06 03 2011 11:30:20.000,12619000
DHO,19.868742,-106.02865600585938,06 03 2011 11:30:21.000,12620000
ICV,9.632843,-94.2664566040039,06 03 2011 11:30:21.000,12620000
DHO,19.70406,-105.12430572509766,06 03 2011 11:30:22.000,12621000
ICV,9.725006,-95.25334167480469,06 03 2011 11:30:22.000,12621000
DHO,19.638569,-105.976318359375,06 03 2011 11:30:23.000,12622000
ICV,9.619199,-98.35327911376953,06 03 2011 11:30:23.000,12622000
DHO,19.823887,-105.2103271484375,06 03 2011 11:30:24.000,12623000
ICV,9.334465,-95.83540344238281,06 03 2011 11:30:24.000,12623000
DHO,19.691029,-104.38668823242188,06 03 2011 11:30:25.000,12624000
ICV,9.564153,-96.47311401367188,06 03 2011 11:30:25.000,12624000
DHO,19.835978,-105.2032699584961,06 03 2011 11:30:26.000,12625000
ICV,9.747638,-94.30345916748047,06 03 2011 11:30:26.000,12625000
DHO,19.80901,-104.2847671508789,06 03 2011 11:30:27.000,12626000
ICV,9.934879,-96.0404281616211,06 03 2011 11:30:27.000,12626000
DHO,19.652718,-105.50238037109375,06 03 2011 11:30:28.000,12627000
ICV,9.835089,-95.96827697753906,06 03 2011 11:30:28.000,12627000
DHO,19.819715,-104.30354309082031,06 03 2011 11:30:29.000,12628000
ICV,9.69478,-97.19745635986328,06 03 2011 11:30:29.000,12628000
DHO,19.737541,-105.5060043334961,06 03 2011 11:30:30.000,12629000
ICV,9.839504,-95.36209106445312,06 03 2011 11:30:30.000,12629000
DHO,19.704412,-104.50331115722656,06 03 2011 11:30:31.000,12630000
ICV,9.789049,-97.53559112548828,06 03 2011 11:30:31.000,12630000
DHO,19.742714,-105.68917846679688,06 03 2011 11:30:32.000,12631000
ICV,9.669556,-97.79874420166016,06 03 2011 11:30:32.000,12631000
DHO,19.824999,-104.58956909179688,06 03 2011 11:30:33.000,12632000
ICV,9.510352,-97.41109466552734,06 03 2011 11:30:33.000,12632000
DHO,19.789547,-105.58087158203125,06 03 2011 11:30:34.000,12633000
ICV,9.721885,-96.67964172363281,06 03 2011 11:30:34.000,12633000
DHO,19.846882,-104.76792907714844,06 03 2011 11:30:35.000,12634000
ICV,9.694972,-96.39315795898438,06 03 2011 11:30:35.000,12634000
DHO,19.804043,-103.66646575927734,06 03 2011 11:30:36.000,12635000
ICV,9.54007,-96.05780029296875,06 03 2011 11:30:36.000,12635000
DHO,19.812855,-104.93495178222656,06 03 2011 11:30:37.000,12636000
ICV,9.660346,-93.21501922607422,06 03 2011 11:30:37.000,12636000
DHO,19.866968,-103.82374572753906,06 03 2011 11:30:38.000,12637000
ICV,9.680384,-96.43326568603516,06 03 2011 11:30:38.000,12637000
DHO,19.869257,-104.77635192871094,06 03 2011 11:30:39.000,12638000
ICV,9.889386,-100.57528686523438,06 03 2011 11:30:39.000,12638000
DHO,19.86774,-104.0025405883789,06 03 2011 11:30:40.000,12639000
ICV,9.713317,-96.62686920166016,06 03 2011 11:30:40.000,12639000
DHO,19.78513,-104.77888488769531,06 03 2011 11:30:41.000,12640000
ICV,10.093838,-97.29686737060547,06 03 2011 11:30:41.000,12640000
DHO,19.81963,-104.4095230102539,06 03 2011 11:30:42.000,12641000
ICV,9.579489,-97.837158203125,06 03 2011 11:30:42.000,12641000
DHO,19.825016,-104.962890625,06 03 2011 11:30:43.000,12642000
ICV,9.509366,-93.19395446777344,06 03 2011 11:30:43.000,12642000
DHO,19.784399,-104.67911529541016,06 03 2011 11:30:44.000,12643000
ICV,9.708157,-95.78660583496094,06 03 2011 11:30:44.000,12643000
DHO,19.820272,-104.74132537841797,06 03 2011 11:30:45.000,12644000
ICV,9.723063,-97.37097930908203,06 03 2011 11:30:45.000,12644000
DHO,19.742071,-104.28069305419922,06 03 2011 11:30:46.000,12645000
ICV,9.814373,-96.97525787353516,06 03 2011 11:30:46.000,12645000
DHO,19.780478,-105.00018310546875,06 03 2011 11:30:47.000,12646000
ICV,9.687828,-97.3058090209961,06 03 2011 11:30:47.000,12646000
DHO,19.777302,-104.51747131347656,06 03 2011 11:30:48.000,12647000
ICV,9.632212,-97.12289428710938,06 03 2011 11:30:48.000,12647000
DHO,19.640717,-105.2880630493164,06 03 2011 11:30:49.000,12648000
ICV,9.67496,-96.9722671508789,06 03 2011 11:30:49.000,12648000
DHO,19.746685,-104.33761596679688,06 03 2011 11:30:50.000,12649000
ICV,9.516583,-96.73796844482422,06 03 2011 11:30:50.000,12649000
DHO,19.653688,-103.64807891845703,06 03 2011 11:30:51.000,12650000
ICV,9.517235,-96.79889678955078,06 03 2011 11:30:51.000,12650000
DHO,19.824549,-104.35652923583984,06 03 2011 11:30:52.000,12651000
ICV,9.686247,-96.3021011352539,06 03 2011 11:30:52.000,12651000
DHO,19.887426,-103.68334197998047,06 03 2011 11:30:53.000,12652000
ICV,9.660722,-97.3820571899414,06 03 2011 11:30:53.000,12652000
DHO,19.746712,-104.68675231933594,06 03 2011 11:30:54.000,12653000
ICV,9.67451,-95.57213592529297,06 03 2011 11:30:54.000,12653000
DHO,19.748016,-103.82321166992188,06 03 2011 11:30:55.000,12654000
ICV,9.527115,-100.75849151611328,06 03 2011 11:30:55.000,12654000
DHO,19.78569,-104.8033447265625,06 03 2011 11:30:56.000,12655000
ICV,9.586814,-94.29820251464844,06 03 2011 11:30:56.000,12655000
DHO,19.75399,-104.04960632324219,06 03 2011 11:30:57.000,12656000
ICV,9.461317,-99.7002944946289,06 03 2011 11:30:57.000,12656000
DHO,19.837627,-104.71426391601562,06 03 2011 11:30:58.000,12657000
ICV,9.562941,-100.4681396484375,06 03 2011 11:30:58.000,12657000
DHO,19.776604,-103.5219955444336,06 03 2011 11:30:59.000,12658000
ICV,9.599711,-99.40434265136719,06 03 2011 11:30:59.000,12658000
